sentence,path
nekk riɣ tafat n tcemmaɛin,"common_voice_kab_23147309,common_voice_kab_23348186"
nekk riɣ-tt yerna nettat tra-iyi,"common_voice_kab_33678045,common_voice_kab_33048245"
nekk rriɣ iman-iw d aɛeẓẓug ur selleɣ ara,"common_voice_kab_24439008,common_voice_kab_24175863"
nekk rẓiɣ-as aqerruy-is s temɛayin am tigi,"common_voice_kab_18055160,common_voice_kab_18426925,common_voice_kab_18130663,common_voice_kab_17964791,common_voice_kab_18106825,common_voice_kab_18286991,common_voice_kab_18088792,common_voice_kab_18100524,common_voice_kab_18140945"
nekk s lxiq i d-ttmektiɣ iseggasen n tmanyin,"common_voice_kab_19120856,common_voice_kab_19015356,common_voice_kab_20748778,common_voice_kab_22438638,common_voice_kab_21764433"
nekk s timmad-inu giɣ aya,"common_voice_kab_22939535,common_voice_kab_23351751"
nekk s timmad-inu walaɣ-t,"common_voice_kab_22965581,common_voice_kab_22903757"
nekk s timmad-inu ẓriɣ aya,"common_voice_kab_23015956,common_voice_kab_23310008"
nekk s yiman-iw d ajdid ɣer da,"common_voice_kab_23658669,common_voice_kab_23643559"
nekk seg japun,"common_voice_kab_20228374,common_voice_kab_19430149,common_voice_kab_22363946,common_voice_kab_21627028"
nekk seg temdint n manila,"common_voice_kab_22963936,common_voice_kab_22915021"
nekk seg tmurt n leqbayel,"common_voice_kab_22930943,common_voice_kab_22976980"
nekk seg tserkemt talemmast,"common_voice_kab_23411310,common_voice_kab_23627256"
nekk seg ustṛalya,"common_voice_kab_19500341,common_voice_kab_20568670,common_voice_kab_22139783,common_voice_kab_19872233"
nekk seg wayt taddart,"common_voice_kab_21530997,common_voice_kab_21448957,common_voice_kab_21498991,common_voice_kab_22448287,common_voice_kab_21761544,common_voice_kab_21418315"
nekk seg wayt yiɣrem,"common_voice_kab_22739416,common_voice_kab_22750754"
nekk seg yidis-inu qebleɣ aya,"common_voice_kab_24899866,common_voice_kab_28793901"
nekk seg yiwen n yiɣrem,"common_voice_kab_22742148,common_voice_kab_22729616"
nekk seg yiwet n taddart,"common_voice_kab_23357066,common_voice_kab_22940977"
nekk seg yiwunak yeddukklen,"common_voice_kab_23604321,common_voice_kab_23394610"
nekk seg-m mazal ur ḥliɣ,"common_voice_kab_19045115,common_voice_kab_22206194,common_voice_kab_19164353,common_voice_kab_19004767"
nekk selleɣ i waya,"common_voice_kab_20422910,common_voice_kab_20400902,common_voice_kab_21958578,common_voice_kab_20528732"
nekk serrḥeɣ deg talmanit,"common_voice_kab_22968011,common_voice_kab_22918296"
nekk sleɣmaɣ akked yimessersa,"common_voice_kab_23427384,common_voice_kab_23623762"
nekk sliɣ akk timucuha,"common_voice_kab_19197804,common_voice_kab_21832206,common_voice_kab_19357960,common_voice_kab_20485897,common_voice_kab_22656021,common_voice_kab_20806957"
nekk smenyafeɣ imcac wala iḍan,"common_voice_kab_23651037,common_voice_kab_23643423"
nekk ssawaleɣ s tmaziɣt,"common_voice_kab_22753303,common_voice_kab_22745584,common_voice_kab_22751289"
nekk sseqdaceɣ twitter,"common_voice_kab_21843696,common_voice_kab_22346065,common_voice_kab_21888005,common_voice_kab_21865936,common_voice_kab_21820278"
nekk sseɣḍaṣeɣ-ken deg waman i ttuba,"common_voice_kab_22063158,common_voice_kab_19812011,common_voice_kab_19280697,common_voice_kab_20540118,common_voice_kab_20941002"
nekk ssneɣ iman-inu,"common_voice_kab_22319951,common_voice_kab_21270607,common_voice_kab_20552296,common_voice_kab_20671307,common_voice_kab_20549285"
nekk ssumreɣ-d tizlit-a mad tt-id-necnu,"common_voice_kab_19065181,common_voice_kab_20981984,common_voice_kab_19099116,common_voice_kab_22207996"
nekk swiɣ aman,"common_voice_kab_20941172,common_voice_kab_19845972,common_voice_kab_21981630,common_voice_kab_19392626,common_voice_kab_20536189"
nekk sɛiɣ tasnasɣalt,"common_voice_kab_22739458,common_voice_kab_22728969"
nekk teɛǧeb-iyi tafat n tcemmaɛt,"common_voice_kab_32990272,common_voice_kab_33530750"
nekk tqelliqeɣ aṭas,"common_voice_kab_20547723,common_voice_kab_20922328,common_voice_kab_20552222,common_voice_kab_21922684,common_voice_kab_20558160"
nekk ttaggadeɣ ursuten,"common_voice_kab_21926055,common_voice_kab_21817830,common_voice_kab_21855238,common_voice_kab_21830139,common_voice_kab_21878510"
nekk ttamneɣ deg-i nniya,"common_voice_kab_24153270"
nekk ttamneɣ s teqbaylit ma d kečč amen s wayen i tebɣiḍ,"common_voice_kab_22606516,common_voice_kab_18864129,common_voice_kab_18982280,common_voice_kab_18886198,common_voice_kab_18842274,common_voice_kab_18836702"
nekk ttamneɣ s tmasiḥit,"common_voice_kab_22754261,common_voice_kab_22738632,common_voice_kab_22782233"
nekk ttazzaleɣ am uɣilas,"common_voice_kab_23364197,common_voice_kab_22949554"
nekk ttcehhideɣ s teqbaylit ma d kečč cehhed s wayen i tebɣiḍ,"common_voice_kab_18897386,common_voice_kab_18837693,common_voice_kab_18843947,common_voice_kab_18878329,common_voice_kab_18942731"
nekk ttedduɣ s ṣṣfa,"common_voice_kab_24534897,common_voice_kab_28558052"
nekk ttekkaɣ deg wesrir n urugby,"common_voice_kab_35109733,common_voice_kab_33177125"
nekk ttekleɣ ɣef leḥmala-k,"common_voice_kab_24258038,common_voice_kab_24422307"
nekk ttenkareɣ zik,"common_voice_kab_22338316,common_voice_kab_20449309,common_voice_kab_21569264,common_voice_kab_20368686,common_voice_kab_20687376"
nekk ttesseɣ akeffay,"common_voice_kab_22748108,common_voice_kab_22734475,common_voice_kab_22747758"
nekk ttesseɣ taɣlust,"common_voice_kab_22739993,common_voice_kab_22729095"
nekk ttgeɣ laman deg ken,"common_voice_kab_23369152,common_voice_kab_22955867"
nekk ttmeslayeɣ-ak-d ɣef wayen bɣiɣ,"common_voice_kab_18014595,common_voice_kab_17970661,common_voice_kab_18827260,common_voice_kab_17954414,common_voice_kab_18135688"
nekk ttmuquleɣ,"common_voice_kab_20657685,common_voice_kab_22290410,common_voice_kab_19295324,common_voice_kab_21263278,common_voice_kab_20144576"
nekk tturareɣ dduṛ s wazal-ines,"common_voice_kab_27506298,common_voice_kab_24839223"
nekk ttusemreɣ deg umkan-iw,"common_voice_kab_22441657,common_voice_kab_20758762,common_voice_kab_19191725,common_voice_kab_21773202,common_voice_kab_19347772,common_voice_kab_20345933"
nekk ttwaliɣ tesɛa lḥeqq,"common_voice_kab_22915403,common_voice_kab_22963863"
nekk ttwaliɣ wid yeqqnen tilelli-nsen ɣer wiyaḍ am ufrux-nni yennumen lqefs,"common_voice_kab_17948665,common_voice_kab_22698595,common_voice_kab_17984324,common_voice_kab_18521652,common_voice_kab_18030931,common_voice_kab_17973042"
nekk ttwaṛebbaɣ-d,"common_voice_kab_20792144,common_voice_kab_21810608,common_voice_kab_20481945,common_voice_kab_22654649,common_voice_kab_20384427,common_voice_kab_20352986"
nekk ttxemmimeɣ akken niḍen,"common_voice_kab_23691970,common_voice_kab_23596846"
nekk ttzuxxuɣ s baya,"common_voice_kab_21363406,common_voice_kab_22440209,common_voice_kab_21404185,common_voice_kab_21535723,common_voice_kab_21755866"
nekk ttḥadareɣ fell-ak,"common_voice_kab_21821704,common_voice_kab_21878441,common_voice_kab_22689723,common_voice_kab_21898271,common_voice_kab_21865935,common_voice_kab_21818638"
nekk tura ad ferseɣ tabriḍt,"common_voice_kab_17538010,common_voice_kab_17539799,common_voice_kab_17863575,common_voice_kab_17523837,common_voice_kab_17520724,common_voice_kab_17541496,common_voice_kab_18098127,common_voice_kab_17572064,common_voice_kab_17760093,common_voice_kab_17545470,common_voice_kab_17551201,common_voice_kab_17817846,common_voice_kab_17619556,common_voice_kab_17679957,common_voice_kab_17667085,common_voice_kab_17541787,common_voice_kab_18279852"
nekk umneɣ tesɛiḍ lḥeqq,"common_voice_kab_22750610,common_voice_kab_22756052,common_voice_kab_22735277"
nekk ur bɣiɣ ad ddreɣ i yiman-inu,"common_voice_kab_24698230,common_voice_kab_25281623"
nekk ur bɣiɣ ara ad as-d-naker axateṛ ayen i as-tenniḍ ad ak-t-id-yefk,"common_voice_kab_24509879,common_voice_kab_24358479"
nekk ur d abugaṭu,"common_voice_kab_21761030,common_voice_kab_20392014,common_voice_kab_20463237,common_voice_kab_22451556,common_voice_kab_20475133"
nekk ur d akli-inek,"common_voice_kab_20695739,common_voice_kab_21581966,common_voice_kab_20552725,common_voice_kab_22343611,common_voice_kab_20551874"
nekk ur d akli-inem,"common_voice_kab_20996733,common_voice_kab_20552278,common_voice_kab_20596723,common_voice_kab_20548497,common_voice_kab_22255594"
nekk ur d anelmad,"common_voice_kab_20407938,common_voice_kab_21091267,common_voice_kab_22292999,common_voice_kab_20638167"
nekk ur d ayla-nsen,"common_voice_kab_20558695,common_voice_kab_20988290,common_voice_kab_20552163,common_voice_kab_22241998"
nekk ur d ayla-nwent,"common_voice_kab_21315916,common_voice_kab_21404275,common_voice_kab_21362723,common_voice_kab_21887787"
nekk ur d imsujji,"common_voice_kab_20645257,common_voice_kab_22295540,common_voice_kab_20441058,common_voice_kab_20363044,common_voice_kab_21089482"
nekk ur d imsujji wanag d aselmad,"common_voice_kab_33164903,common_voice_kab_34394281"
nekk ur d tameṭṭut,"common_voice_kab_22426388,common_voice_kab_21755364,common_voice_kab_20751444,common_voice_kab_20376447"
nekk ur d tanelmadt,"common_voice_kab_21088332,common_voice_kab_20552545,common_voice_kab_21088687,common_voice_kab_20550682,common_voice_kab_20634529"
nekk ur d weltma-m tameẓyant,"common_voice_kab_23634766,common_voice_kab_23551659"
nekk ur d-cligeɣ seg dalila,"common_voice_kab_22972318,common_voice_kab_22920298"
nekk ur d-cligeɣ seg waya,"common_voice_kab_22971554,common_voice_kab_22921842"
nekk ur d-qqsideɣ ara ad ak-qqneɣ,"common_voice_kab_18004152,common_voice_kab_17989851,common_voice_kab_22375469,common_voice_kab_18023613"
nekk ur d-ssuqquleɣ baṭel,"common_voice_kab_22917318,common_voice_kab_22966423"
nekk ur d-ttbaneɣ ara akka,"common_voice_kab_23002742,common_voice_kab_23370506,common_voice_kab_22999175"
nekk ur ffiɣeɣ ara i ccariɛa-k,"common_voice_kab_24534059,common_voice_kab_24332181"
nekk ur iyi-tett assa tmeṭṭut wilfeɣ ttidireɣ d aǧǧal,"common_voice_kab_25014136,common_voice_kab_24331904"
nekk ur jemmɛeɣ ara iklucen,"common_voice_kab_23588879,common_voice_kab_23699032"
nekk ur jhideɣ ara,"common_voice_kab_20440207,common_voice_kab_20407425,common_voice_kab_20637918,common_voice_kab_22268804,common_voice_kab_22268887,common_voice_kab_21036285"
nekk ur kkateɣ apyanu,"common_voice_kab_21551081,common_voice_kab_21430399,common_voice_kab_21510294,common_voice_kab_21464982"
nekk ur la xeddmeɣ,"common_voice_kab_22699149,common_voice_kab_21852934,common_voice_kab_20352402,common_voice_kab_20352391,common_voice_kab_20807061"
nekk ur lliɣ d asaḍ,"common_voice_kab_22178112,common_voice_kab_20969530,common_voice_kab_20571753,common_voice_kab_20551929,common_voice_kab_20548106"
nekk ur lliɣ nwen,"common_voice_kab_20919990,common_voice_kab_20514914,common_voice_kab_21912466,common_voice_kab_20353643"
nekk ur lliɣ nwent,"common_voice_kab_20386570,common_voice_kab_20514966,common_voice_kab_20353984,common_voice_kab_21913622"
nekk ur lliɣ ẓriɣ aya,"common_voice_kab_22342045,common_voice_kab_21516940,common_voice_kab_21476455,common_voice_kab_21743899,common_voice_kab_21449283"
nekk ur mdileɣ ara ɣef umaḍal,"common_voice_kab_23736384,common_voice_kab_23499064"
nekk ur meẓẓiyeɣ am xali ɛli,"common_voice_kab_22735328,common_voice_kab_22749316"
nekk ur mmuteɣ ara ur mmuteɣ ara,"common_voice_kab_24303320,common_voice_kab_24439529"
nekk ur nednib ur neḍlim ay ameɣlal,"common_voice_kab_24361982,common_voice_kab_24534609"
nekk ur nhiṛeɣ ara,"common_voice_kab_20907531,common_voice_kab_20354269,common_voice_kab_20514787,common_voice_kab_20385343,common_voice_kab_21912400"
nekk ur nnummeɣ ara skerkiseɣ,"common_voice_kab_23428817,common_voice_kab_23624933"
nekk ur qbileɣ ad ɛawneɣ dda yidir,"common_voice_kab_23666971,common_voice_kab_23575003"
nekk ur riɣ facebook,"common_voice_kab_21899490,common_voice_kab_21375279,common_voice_kab_21503948,common_voice_kab_21461582,common_voice_kab_21550929"
nekk ur rqiqeɣ ara,"common_voice_kab_22297729,common_voice_kab_20444558,common_voice_kab_21097453,common_voice_kab_20365665,common_voice_kab_20656996"
nekk ur setteɣ ara akk tibidest,"common_voice_kab_27148174,common_voice_kab_24873253"
nekk ur snagareɣ ara,"common_voice_kab_22748608,common_voice_kab_22737099"
nekk ur ssewwayeɣ ara,"common_voice_kab_21692747,common_voice_kab_21435995,common_voice_kab_22290655,common_voice_kab_21540953,common_voice_kab_21474448"
nekk ur ssineɣ ad ssewweɣ,"common_voice_kab_23368635,common_voice_kab_22948510"
nekk ur ssineɣ ara ad ssewweɣ,"common_voice_kab_23631109,common_voice_kab_23541055"
nekk ur ssineɣ kraḍ yilsawen,"common_voice_kab_23411954,common_voice_kab_23627445"
nekk ur ssugguteɣ awal am kecc,"common_voice_kab_23648577,common_voice_kab_23729108"
nekk ur ssugguteɣ awal am kemm,"common_voice_kab_23652526,common_voice_kab_23671570"
nekk ur sɛiɣ afrayen,"common_voice_kab_21315546,common_voice_kab_21783330,common_voice_kab_21593570,common_voice_kab_21496397,common_voice_kab_21375311,common_voice_kab_22447528"
nekk ur sɛiɣ aydi,"common_voice_kab_21218746,common_voice_kab_20662788,common_voice_kab_20448461,common_voice_kab_22314154,common_voice_kab_20364384"
nekk ur t-ttraǧuɣ ara ad yesɛu,"common_voice_kab_19199068,common_voice_kab_20853525,common_voice_kab_19360476,common_voice_kab_21856389,common_voice_kab_20494026"
nekk ur t-ẓriɣ ara,"common_voice_kab_22292911,common_voice_kab_20645146,common_voice_kab_20444630,common_voice_kab_21091201,common_voice_kab_20362836"
nekk ur ten-ttuɣ ara,"common_voice_kab_18452305,common_voice_kab_18632385,common_voice_kab_22552237,common_voice_kab_18525613,common_voice_kab_18306042,common_voice_kab_18459950"
nekk ur tt-ḥmmileɣ nettat tettarra iman-is tḥemmel-iyi,"common_voice_kab_18489374,common_voice_kab_18975306,common_voice_kab_18425547,common_voice_kab_18430907,common_voice_kab_18406088"
nekk ur ttagadeɣ akk izerman,"common_voice_kab_23661676,common_voice_kab_23570229"
nekk ur ttagadeɣ akk iḍan,"common_voice_kab_23221965,common_voice_kab_23374375"
nekk ur ttagadeɣ ara,"common_voice_kab_22750570,common_voice_kab_22739148"
nekk ur ttagadeɣ ara izerman,"common_voice_kab_23405617,common_voice_kab_23610301"
nekk ur ttaggadeɣ ara iremmaɣen,"common_voice_kab_24887527,common_voice_kab_28524522"
nekk ur ttamneɣ ara akk yunes u saɛid u smaɛil,"common_voice_kab_23536710,common_voice_kab_23736385"
nekk ur ttamneɣ dda lmulud,"common_voice_kab_20887080,common_voice_kab_20813251,common_voice_kab_20834431,common_voice_kab_21796821,common_voice_kab_20864947,common_voice_kab_22479462"
nekk ur ttamneɣ saɛid waɛmaṛ,"common_voice_kab_20548351,common_voice_kab_20552131,common_voice_kab_22250339,common_voice_kab_21069372,common_voice_kab_20636349"
nekk ur ttbeddileɣ,"common_voice_kab_20428266,common_voice_kab_21921771,common_voice_kab_20354892,common_voice_kab_20912402"
nekk ur ttemlelluyeɣ ara,"common_voice_kab_22937615,common_voice_kab_22983898"
nekk ur ttenkareɣ ara zik,"common_voice_kab_23358962,common_voice_kab_22936559"
nekk ur ttetteɣ ul-nni n tḍeffut,"common_voice_kab_33115125,common_voice_kab_33953900"
nekk ur ttiliɣ lhiɣ,"common_voice_kab_21850593,common_voice_kab_20558347,common_voice_kab_20570464,common_voice_kab_22652962,common_voice_kab_20568823,common_voice_kab_20808593"
nekk ur ttruɣ s tefses,"common_voice_kab_22200934,common_voice_kab_21860153,common_voice_kab_21832097,common_voice_kab_21878970"
nekk ur ttuɣ ara ccariɛa-k,"common_voice_kab_24413202,common_voice_kab_24165325"
nekk ur ttwaliɣ tiliẓri,"common_voice_kab_22745105,common_voice_kab_22733145"
nekk ur ttɣimiɣ ara yid-s,"common_voice_kab_21564014,common_voice_kab_20182050,common_voice_kab_19307407,common_voice_kab_20701088,common_voice_kab_22330358"
nekk ur ugadeɣ akk,"common_voice_kab_20355137,common_voice_kab_20929169,common_voice_kab_20531715,common_voice_kab_21938641,common_voice_kab_20388912"
nekk ur ugadeɣ ara,"common_voice_kab_20544655,common_voice_kab_20388772,common_voice_kab_20356433,common_voice_kab_22132875,common_voice_kab_20961673"
nekk ur umineɣ,"common_voice_kab_19849663,common_voice_kab_20948375,common_voice_kab_20542984,common_voice_kab_22003361,common_voice_kab_19398330"
nekk ur wezzileɣ ara,"common_voice_kab_22738562,common_voice_kab_22749409"
nekk ur xeddmeɣ ara aya d rabaḥ,"common_voice_kab_23751210,common_voice_kab_23544601"
nekk ur zmireɣ ad skerkseɣ fell-ak,"common_voice_kab_33049304,common_voice_kab_33445671"
nekk ur zmireɣ ad skerkseɣ fell-am,"common_voice_kab_33725004,common_voice_kab_33077523"
nekk ur zmireɣ ara ad gneɣ,"common_voice_kab_23331387,common_voice_kab_23069499"
nekk ur zmireɣ ara ad mmeslayeɣ,"common_voice_kab_20734590,common_voice_kab_21723137,common_voice_kab_19330713,common_voice_kab_22409961,common_voice_kab_20281631"
nekk ur zmireɣ ara ad ṭṭseɣ,"common_voice_kab_23604998,common_voice_kab_23401301"
nekk ur ɛyiɣ ula d nekk,"common_voice_kab_22969684,common_voice_kab_22920796"
nekk ur ɣezzifeɣ anect n malika,"common_voice_kab_23853894,common_voice_kab_23563659"
nekk ur ɣezzifeɣ anect-inek,"common_voice_kab_23434320,common_voice_kab_23639837"
nekk ur ɣezzifeɣ anect-inem,"common_voice_kab_23411488,common_voice_kab_23618220"
nekk ur ɣezzifeɣ ara,"common_voice_kab_21910535,common_voice_kab_21319743,common_voice_kab_21462640,common_voice_kab_21550825,common_voice_kab_21505374"
nekk ur ḥemmleɣ akeffay,"common_voice_kab_22739126,common_voice_kab_22750571,common_voice_kab_22760569"
nekk ur ḥemmleɣ facebook,"common_voice_kab_22972072,common_voice_kab_22924243"
